as_of_year,agency_code,loan_type,property_type,loan_purpose,owner_occupancy,loan_amount_000s,preapproval,action_taken,action_taken_summary,msamd,state_code,county_code,census_tract_number,applicant_ethnicity,co_applicant_ethnicity,applicant_race_1,co_applicant_race_1,applicant_sex,co_applicant_sex,applicant_income_000s,purchaser_type,denial_reason_1,hoepa_status,lien_status,population,minority_population,hud_median_family_income,tract_to_msamd_income,number_of_owner_occupied_units,number_of_1_to_4_family_units
7/9/05,7,4,1,1,1,66,3,1,1,,39,77,9163,2,5,5,8,2,5,28,2,0,2,1,3432,25.5,57600,90.07,777,1453
7/9/05,9,1,1,3,1,245,3,1,1,35614,34,29,7173,2,2,5,5,1,2,127,3,0,2,1,6057,14.4,73700,161.44,1775,1984
7/9/05,9,1,1,1,1,207,3,6,1,36740,12,117,222.06,2,5,5,8,2,5,60,1,0,2,4,6363,38.47,58400,121.34,1166,1738
7/9/05,3,1,1,3,2,350,3,1,1,14454,25,25,104.08,2,5,5,8,1,5,204,8,0,2,1,1484,35.38,94300,66.72,121,38
7/9/05,2,1,1,1,1,424,2,1,1,11244,6,59,423.38,2,5,2,8,1,5,165,1,0,2,1,4738,21.95,88000,141.48,1238,1764
7/9/05,9,3,1,1,1,158,3,6,1,,29,169,4704,4,4,7,7,4,4,,2,0,2,4,11320,22.63,50800,129.05,2291,4898
7/9/05,9,1,1,1,1,176,3,6,1,,47,3,9501,4,4,7,7,4,4,,1,0,2,4,3617,14.1,47900,130.71,1093,1543
7/9/05,9,3,1,1,1,327,3,4,,45104,53,53,712.09,1,2,5,5,1,2,113,0,0,2,1,4120,17.09,74500,129.72,1264,1417
7/9/05,9,2,1,1,1,234,3,6,1,29820,32,3,58.33,4,4,7,7,4,4,,0,0,2,4,7161,57.03,61900,130.58,1647,2622
7/9/05,1,1,1,1,1,411,2,4,,26420,48,157,6731.01,2,5,5,8,1,5,250,0,0,2,1,53812,46.07,72500,208.77,13975,15386
7/9/05,7,1,1,3,1,257,3,1,1,22744,12,11,802,2,5,5,8,1,5,55,3,0,2,1,1003,30.11,64100,112.24,404,703
7/9/05,9,1,1,1,1,204,1,7,0,,,,,1,5,5,8,1,5,52,0,1,2,1,,,,,,
7/9/05,7,1,1,3,1,125,3,3,0,47260,51,810,448.07,1,5,5,8,2,5,31,0,0,2,1,5898,46.78,73000,72.58,732,1645
7/9/05,7,1,1,1,1,5,3,1,1,41620,49,45,1312,2,5,5,8,2,5,42,9,0,2,2,3366,17.23,75400,80.74,954,1215
7/9/05,7,1,1,1,1,299,3,1,1,12580,24,5,4113.03,2,2,5,5,1,2,125,6,0,2,1,5701,29.05,91100,102.8,1807,1821
7/9/05,7,4,1,1,1,130,3,1,1,,21,179,9303.01,2,5,3,8,1,5,31,2,0,2,1,5303,11.65,47800,127.93,1601,1888
7/9/05,9,1,1,1,1,164,3,4,,40420,17,201,43,3,3,6,6,3,3,62,0,0,2,1,5099,4.35,60700,121.84,1673,2229
7/9/05,3,1,1,1,1,131,3,6,1,12060,13,89,212.18,4,5,7,8,4,5,,1,0,2,4,4824,56.03,69200,79.59,899,759
7/9/05,7,2,1,1,1,162,3,4,,12060,13,67,301.06,2,5,3,8,1,5,56,0,0,2,1,7840,52.72,69200,75.08,1654,2497
7/9/05,7,2,1,3,1,136,3,5,,23104,48,439,1110.13,1,1,5,5,1,2,,0,0,2,1,8365,56.74,70900,102.44,2012,2707
7/9/05,7,2,1,1,1,135,2,1,1,41180,29,71,8007.02,2,2,5,5,2,1,58,6,0,2,1,3084,7.65,74300,105.75,913,1129
7/9/05,9,1,1,1,1,545,2,1,1,12060,13,121,14,2,5,5,8,1,5,207,0,0,2,1,2237,17.7,69200,149.46,535,693
7/9/05,7,1,2,1,1,68,3,5,,,6,59,,1,1,5,5,1,2,53,0,0,2,1,,,,,,
7/9/05,7,1,1,3,2,424,3,6,1,42644,53,33,42,4,4,7,7,4,4,,3,0,2,4,8176,18.86,96000,144.88,2423,2875
7/9/05,9,3,1,1,1,194,3,6,1,41700,48,29,1618.02,4,4,7,7,4,4,,2,0,2,4,7623,85.54,64300,69.53,1187,2012
7/9/05,3,1,1,1,2,398,3,1,1,33124,12,86,67.02,4,5,7,8,4,5,,0,0,2,1,9011,54.05,51800,165.01,1356,1487
7/9/05,9,1,1,3,1,257,3,1,1,31084,6,37,2189,1,1,5,5,2,1,45,0,0,2,1,5828,93.1,64300,52.42,259,981
7/9/05,9,1,1,1,1,226,3,6,1,,48,467,9509,2,5,5,8,1,5,117,1,0,2,4,6911,16.38,54200,100.11,2210,3317
7/9/05,1,1,1,3,1,98,3,3,0,,36,19,1001,2,5,5,8,1,5,47,0,4,2,1,5706,3.38,62500,109.77,1749,2509
7/9/05,7,3,1,3,2,124,3,5,,12260,45,3,206.02,2,5,5,8,1,5,,0,0,2,1,6357,49.58,62000,73.32,1674,2422
7/9/05,9,2,1,1,1,229,3,6,1,22744,12,11,1103.13,4,4,7,7,4,4,,0,0,2,4,5926,76.61,64100,77.82,1083,1072
7/9/05,9,1,1,1,1,352,3,1,1,16974,17,43,8462.02,2,2,2,5,2,1,163,1,0,2,1,5965,34.64,77500,138.82,1372,1363
7/9/05,7,1,1,1,2,65,2,1,1,34820,45,51,517,2,2,5,5,1,2,162,1,0,2,1,2181,12.79,53700,92.64,744,3739
7/9/05,7,1,1,1,1,255,2,1,1,16740,37,71,333.04,2,2,3,3,1,2,112,1,0,2,1,4733,18.89,67700,124.25,1426,1743
7/9/05,7,2,1,1,1,71,2,4,,,29,186,9601,2,5,5,8,1,5,25,0,0,2,1,6256,2.29,50800,129.6,2129,3093
7/9/05,7,1,2,1,1,21,3,1,1,48540,39,13,114,2,2,5,5,1,2,34,0,0,2,1,4465,0.11,56100,98.74,1524,1870
7/9/05,7,2,1,1,1,170,2,1,1,16974,17,197,8806.02,2,5,5,8,1,5,75,6,0,2,1,3573,7.47,77500,105.07,1031,1496
7/9/05,7,1,1,3,1,362,3,3,0,43524,24,31,7008.26,2,5,2,8,2,5,143,0,3,2,1,5700,28.74,114200,142.29,1675,1450
7/9/05,5,1,1,1,1,348,1,4,,40484,33,15,33.01,3,3,6,6,3,3,118,0,0,2,1,4569,5.19,93800,100.37,1303,1623
7/9/05,7,1,1,1,1,87,2,1,1,,42,121,2006,3,5,6,8,3,5,27,3,0,2,1,5200,3,57500,110.59,1853,2240
7/9/05,3,1,1,3,1,375,3,1,1,34900,6,55,2010.03,3,3,6,6,3,3,134,1,0,2,1,4904,74.37,91000,151.76,893,1089
7/9/05,7,3,1,1,1,182,3,1,1,28420,53,5,114.02,2,5,1,8,1,5,36,2,0,2,1,5655,20.99,65100,120.96,1586,1937
7/9/05,1,3,1,3,1,350,3,3,0,12060,13,135,506.1,2,5,5,8,1,5,215,0,7,2,1,16825,33.1,69200,153.79,4437,5082
7/9/05,7,3,1,3,1,228,3,1,1,34820,45,51,702,2,2,3,3,1,2,74,7,0,2,1,3310,22.93,53700,109.41,966,1489
7/9/05,9,1,1,3,1,55,3,1,1,19124,48,113,85,1,5,6,8,1,5,33,3,0,2,1,5568,86.82,73400,57.64,833,1236
7/9/05,9,1,1,3,1,96,3,1,1,,39,29,9513,2,2,5,5,2,1,82,1,0,2,1,3736,2.57,57600,107.39,1201,1539
7/9/05,7,1,1,3,1,84,3,1,1,13020,26,17,2864,2,2,5,5,1,2,45,0,0,2,1,2781,7.41,65900,101.99,898,1095
7/9/05,7,2,1,1,1,241,3,1,1,29820,32,3,53.13,2,2,5,5,1,2,120,2,0,2,1,5987,34.14,61900,141.54,1349,2212
7/9/05,9,3,1,1,1,269,3,6,1,37964,42,101,240,3,5,6,8,3,5,63,2,0,2,4,3815,66.87,57400,91.21,528,925
7/9/05,7,1,1,1,1,162,3,1,1,35004,36,103,1232.01,1,1,5,5,1,1,52,6,0,2,1,1905,71.97,110800,85.71,297,580
7/9/05,9,1,1,1,1,567,2,1,1,11244,6,59,117.07,2,5,2,8,1,5,183,0,0,2,1,6261,50.39,88000,130.37,1356,1625
7/9/05,7,1,1,3,1,255,3,4,,35004,36,103,1118.03,2,5,5,8,2,5,,0,0,2,1,2816,23.44,110800,135.75,792,884
7/9/05,7,1,1,3,1,75,3,4,,33124,12,86,4.03,2,5,3,8,2,5,36,0,0,2,1,6070,98.27,51800,71.54,1015,2035
7/9/05,9,2,1,1,1,47,2,3,0,28140,29,95,114.05,2,5,4,8,2,5,44,0,6,2,1,3718,41.12,74600,19.26,382,873
7/9/05,9,1,1,1,1,119,3,4,,15940,39,151,7113.11,2,2,5,5,1,2,86,0,0,2,1,8215,10.08,60800,158.08,2628,3066
7/9/05,9,1,1,1,1,424,2,3,0,47894,51,153,9014.15,2,5,5,8,1,5,90,0,3,2,1,4162,34.31,107600,124.8,1028,1197
7/9/05,7,3,1,3,2,169,3,1,1,47260,51,810,406,3,5,6,8,3,5,,2,0,2,1,6533,72.46,73000,60.88,1103,2091
7/9/05,7,1,1,1,1,260,3,1,1,31084,6,37,9100.02,1,1,5,5,2,1,43,3,0,2,1,7139,74.59,64300,94.81,1497,2228
7/9/05,7,1,1,1,1,142,2,3,0,31700,33,11,113,3,3,6,6,3,3,65,0,0,2,1,4513,10.3,87200,130.03,1471,1493
7/9/05,9,1,1,3,1,606,3,4,,31084,6,37,1924.1,2,5,5,8,2,5,163,0,0,2,1,3947,60.65,64300,103.66,570,998
7/9/05,7,1,1,3,1,360,3,4,,36540,31,55,68.06,2,2,5,5,2,1,183,0,0,2,1,2699,30.68,75000,109.74,355,416
7/9/05,9,1,1,3,1,56,3,1,1,,27,93,5604,3,5,6,8,3,5,21,3,0,2,1,3134,14.77,65300,104.43,924,1211
7/9/05,7,1,1,3,1,125,3,4,,16740,37,119,62.09,2,5,5,8,1,5,42,0,0,2,1,3893,17.08,67700,141.36,717,895
7/9/05,9,1,1,1,1,183,3,6,1,41180,29,510,1143,2,2,5,2,2,1,96,1,0,2,4,5300,14.25,74300,125.4,2069,2754
7/9/05,9,2,1,1,1,167,3,6,1,23104,48,439,1217.04,4,4,7,7,4,4,,2,0,2,4,3661,66.13,70900,48.88,336,1032
7/9/05,7,2,1,3,1,155,3,3,0,14860,9,1,737,2,5,3,8,2,5,31,0,3,2,1,4880,93.52,108300,39.51,590,1494
7/9/05,7,3,1,3,1,145,3,1,1,12060,13,255,1606,2,2,5,5,1,2,,2,0,2,1,3896,8.03,69200,92.83,1149,1575
7/9/05,1,1,1,1,2,110,3,1,1,,55,23,9601,2,2,5,5,1,2,195,7,0,2,1,2913,3.26,62600,88.24,908,1430
7/9/05,9,1,1,3,1,201,3,1,1,16974,17,93,8901.02,2,5,5,8,1,5,67,3,0,2,1,13212,15.18,77500,133.92,3600,4218
7/9/05,9,1,1,3,1,270,3,1,1,31084,6,37,9200.28,2,2,5,5,1,2,100,3,0,2,1,6405,49.84,64300,175.81,1562,1908
7/9/05,7,1,1,1,1,140,3,3,0,47020,48,469,7,2,2,5,5,2,1,58,0,3,2,1,3530,59.26,63800,77.11,924,1306
7/9/05,7,1,1,1,1,90,3,4,,33124,12,86,2.02,1,5,5,8,1,5,33,0,0,2,1,7622,74.44,51800,88.18,1391,1798
7/9/05,5,1,1,1,1,150,2,1,1,26420,48,201,2536,1,5,5,8,1,5,86,1,0,2,1,5569,65.88,72500,70.46,802,1061
7/9/05,9,1,1,3,1,400,3,1,1,16740,37,119,62.04,2,2,5,5,1,2,138,0,0,2,2,7291,8.12,67700,216.68,2486,3270
7/9/05,9,1,1,1,1,300,3,6,1,49340,25,27,7521,4,4,7,7,4,4,,0,0,2,4,8624,8.19,84000,113.33,2566,2951
7/9/05,7,1,1,1,2,119,2,4,,29820,32,3,4.03,2,5,5,8,2,5,115,0,0,2,1,2319,72.23,61900,36.83,123,882
7/9/05,9,1,1,3,1,629,3,3,0,31084,6,37,1919.02,2,5,5,8,1,5,112,0,1,2,1,3014,28.73,64300,188.95,547,843
7/9/05,7,1,1,1,1,312,1,1,1,45104,53,53,733.02,2,2,5,5,2,1,101,3,0,2,1,3790,16.09,74500,126.8,1005,1442
7/9/05,7,1,1,1,1,193,2,1,1,12580,24,510,903,2,5,5,8,1,5,86,3,0,2,1,3965,79.52,91100,60.99,970,1688
7/9/05,5,1,1,3,1,42,3,1,1,35300,9,9,1712,2,5,5,8,1,5,75,0,0,2,1,8886,22.15,84100,114.66,2959,3123
7/9/05,9,1,1,3,1,275,3,6,1,41740,6,73,85.04,2,2,5,4,2,1,112,1,0,2,4,5901,31.44,79300,109.38,1551,2276
7/9/05,3,1,1,1,1,190,3,1,1,,17,41,9523,2,2,5,5,1,2,79,3,0,2,1,5567,1.6,60400,111.56,1273,1803
7/9/05,7,2,1,1,1,172,3,1,1,16974,17,93,8901.01,2,5,5,8,1,5,52,7,0,2,1,20325,38.35,77500,152.54,5125,5894
7/9/05,7,1,1,1,1,163,2,1,1,16700,45,19,46.12,2,5,5,8,2,5,42,1,0,2,1,7025,15.09,68800,118.61,1872,2288
7/9/05,9,1,1,3,1,138,3,3,0,47664,26,125,1686,3,5,6,8,3,5,116,0,1,2,1,6126,36.14,79600,113.12,1643,1869
7/9/05,7,1,1,3,1,110,3,4,,12060,13,89,234.14,2,2,3,3,1,2,72,0,0,2,1,6481,98.07,69200,90.46,1581,2049
7/9/05,9,1,1,1,1,489,3,1,1,11244,6,59,524.19,2,5,2,8,1,5,83,0,0,2,1,3442,45.03,88000,152.21,946,1064
7/9/05,7,2,1,1,1,243,3,6,1,21340,48,141,103.42,4,4,7,7,4,4,136,2,0,2,4,14761,91.88,45300,139.13,3439,4222
7/9/05,7,2,1,1,1,302,3,6,1,35614,34,3,152,4,4,7,7,4,4,,2,0,2,4,5938,74.37,73700,102.5,1485,1915
7/9/05,9,1,1,3,1,165,3,3,0,31084,6,37,5027,1,1,5,5,1,1,65,0,7,2,1,6513,92.81,64300,93.83,1254,1618
7/9/05,7,1,1,1,1,718,3,1,1,30460,21,113,606,2,5,2,8,2,5,450,6,0,2,1,6333,9.54,66600,181.4,1942,2311
7/9/05,7,1,1,3,1,522,3,3,0,41740,6,73,170.46,3,5,6,8,3,5,105,0,7,2,1,3655,32.34,79300,189.2,1159,1370
7/9/05,3,1,1,1,1,204,3,1,1,36740,12,69,301.08,2,5,5,8,2,5,61,0,0,2,1,4160,21.15,58400,111.76,1099,1625
7/9/05,7,1,1,1,1,193,1,7,0,45300,12,57,139.16,2,1,5,5,1,2,78,0,9,2,1,9537,55.65,59800,143.34,2099,3624
7/9/05,5,1,1,3,1,208,3,2,0,38060,4,13,8122,1,5,5,8,1,5,85,0,0,2,1,7989,37.88,66200,166.27,1532,2209
7/9/05,1,1,3,3,3,1070,3,1,1,31084,6,37,1276.05,4,5,7,8,4,5,,0,0,2,1,4120,90.49,64300,69.99,172,293
7/9/05,9,1,1,1,1,592,1,1,1,42644,53,33,322.12,2,5,2,8,1,5,118,8,0,2,1,8608,40.39,96000,152.59,2319,2347
7/9/05,7,1,1,3,1,138,3,2,0,23844,18,127,504.02,3,3,6,6,3,3,,0,0,2,1,8315,27.9,64500,113.08,2532,3037
7/9/05,9,2,1,1,1,112,3,1,1,22220,5,7,210.02,1,1,5,5,1,2,50,2,0,2,1,6886,22.95,64400,83.61,1737,2728
7/9/05,7,1,1,1,2,107,3,1,1,,41,19,500.02,2,2,5,5,1,2,82,3,0,2,1,6594,14.63,53300,73.95,1669,3028
7/9/05,3,1,1,1,2,63,2,3,0,39300,44,7,126.02,2,2,5,5,1,2,169,0,4,2,1,7371,5.68,74500,97.98,2179,2584
7/9/05,9,1,1,3,1,261,3,1,1,33124,12,86,47.01,3,5,6,8,2,5,182,8,0,2,1,5702,65.45,51800,152.45,1444,1749
7/9/05,7,1,1,3,2,650,3,3,0,31084,6,37,4083.01,1,5,5,8,1,5,600,0,0,2,1,5619,94.27,64300,102.04,839,1263
7/9/05,9,3,1,1,1,200,1,7,0,,,,,2,5,5,8,1,5,40,0,1,2,1,,,,,,
7/9/05,9,2,1,1,1,87,3,6,1,26420,48,201,3415.02,4,4,7,7,4,4,,2,0,2,4,4454,28.09,72500,159.97,950,1077
7/9/05,9,1,1,3,1,77,3,6,1,28140,29,47,223.02,4,4,7,7,4,4,26,3,0,2,4,5836,13.9,74600,119.14,1774,1968
7/9/05,7,1,1,1,1,304,3,1,1,11244,6,59,320.27,3,3,6,6,3,3,89,3,0,2,1,7143,64.34,88000,98.55,1184,1827
7/9/05,9,1,1,1,1,389,3,6,1,48424,12,99,78.38,2,5,5,8,1,5,110,1,0,2,4,8519,50.23,67900,136.65,1904,2172
7/9/05,7,2,2,1,1,49,2,4,,27100,26,75,54,2,5,5,8,2,5,12,0,0,2,1,6585,7.73,60700,114.49,1687,2111
7/9/05,7,1,1,3,1,161,3,1,1,12060,13,135,507.28,3,5,6,8,2,5,96,3,0,2,1,13736,62.96,69200,85.09,3649,4912
7/9/05,7,3,1,3,1,298,3,2,0,41740,6,73,185.16,2,2,5,5,1,2,,0,0,2,1,3890,53.32,79300,88.12,674,964
7/9/05,7,1,1,3,1,127,3,4,,16740,37,119,58.36,1,1,5,5,1,2,,0,0,2,1,4108,36.76,67700,141.3,1056,1408
7/9/05,1,1,1,1,2,67,2,1,1,16740,37,119,60.1,2,5,2,8,1,5,119,1,0,2,1,6951,70.88,67700,81.12,1575,2600
7/9/05,7,1,2,3,1,133,3,1,1,,41,35,9720,2,5,5,8,1,5,87,1,0,2,1,4299,14.38,53300,141.94,963,1680
7/9/05,7,2,1,1,1,71,2,1,1,,21,7,9501,2,5,5,8,2,5,19,9,0,2,1,4425,6.06,47800,110.89,1406,1975
7/9/05,1,4,1,1,1,57,3,3,0,,36,9,9613,2,5,5,8,1,5,32,0,6,2,1,5340,8.11,62500,97.92,1287,1796
7/9/05,9,1,1,3,1,1000,3,1,1,36740,12,95,148.09,2,2,5,5,1,2,938,0,0,2,1,2684,17.18,58400,218.64,883,1192
7/9/05,7,1,1,3,1,42,3,4,,41700,48,29,1215.01,2,5,5,8,1,5,38,0,0,2,1,8762,60.26,64300,149.13,2118,2726
7/9/05,7,1,1,1,1,247,2,1,1,45104,53,53,735,2,2,5,5,1,2,79,1,0,2,1,7289,18.63,74500,128.3,2176,2762
7/9/05,9,1,1,3,1,119,3,3,0,35840,12,81,5.03,2,2,5,5,2,1,64,0,4,2,1,3556,14.88,65500,92.33,1199,1640
7/9/05,7,2,1,1,1,336,3,4,,26420,48,157,6745.01,1,1,5,5,1,2,120,0,0,2,1,9736,69.76,72500,169.28,2363,2589
7/9/05,9,2,1,1,1,91,3,6,1,18140,39,49,93.22,4,4,7,7,4,4,27,0,0,2,4,3868,70.58,73900,58.3,888,1470
7/9/05,7,1,1,1,1,280,3,4,,38900,41,5,227.07,2,5,5,8,1,5,63,0,0,2,1,4577,22.22,74700,151.37,1174,1369
7/9/05,7,1,1,1,2,300,2,1,1,41700,48,29,1912.02,2,5,5,8,1,5,360,1,0,2,1,5036,63.82,64300,93.02,1071,1816
7/9/05,7,2,1,1,1,190,3,6,1,41420,41,53,202.04,4,4,7,7,4,4,,2,0,2,4,5157,14.16,58400,106.21,1358,1792
7/9/05,7,2,1,1,1,303,2,4,,12060,13,97,801.02,2,5,3,8,1,5,72,0,0,2,1,7381,76.41,69200,89.23,1245,1919
7/9/05,3,1,1,3,1,256,3,4,,35614,34,31,2568.04,2,5,5,8,2,5,89,0,0,2,1,6887,10.44,73700,170.28,2190,2492
7/9/05,7,2,1,1,1,57,2,4,,,42,87,9606,3,5,6,8,3,5,49,0,0,2,1,5824,5.63,57500,86.75,1675,2641
7/9/05,7,2,1,1,1,181,3,6,1,15500,37,1,211.02,4,4,7,7,4,4,,2,0,2,4,3531,28.46,52900,83.29,808,1239
7/9/05,7,2,1,1,1,162,3,6,1,12060,13,45,9101.03,4,4,7,7,4,4,,2,0,2,4,4932,32.14,69200,89.73,1199,1585
7/9/05,7,1,1,1,1,350,3,1,1,36260,49,11,1254.03,2,5,5,8,1,5,85,3,0,2,1,12611,9.5,75000,115.22,3128,3373
7/9/05,9,2,1,3,1,90,3,6,1,,16,3,9502,4,4,7,7,4,4,,2,0,2,4,2406,2.49,55200,87.25,737,1425
7/9/05,5,1,1,1,1,223,3,1,1,38900,41,71,307.02,2,5,5,8,1,5,90,3,0,2,1,7862,30.62,74700,63,1629,2636
7/9/05,7,1,1,1,2,65,3,3,0,16974,17,31,8175,1,1,5,5,2,1,146,0,0,2,1,3936,95.38,77500,49.61,516,902
7/9/05,7,4,1,1,1,151,3,6,1,33460,27,59,1303.01,4,4,7,7,4,4,,2,0,2,4,8905,7.23,89800,78.14,2493,2993
7/9/05,9,1,1,1,1,96,3,6,1,16974,17,31,7608.03,2,2,5,5,2,2,30,0,0,2,4,6632,31.79,77500,75.37,1323,690
7/9/05,9,1,1,3,2,242,3,1,1,19740,8,5,845,2,5,5,8,1,5,451,0,0,2,1,2801,50.41,83900,81.83,348,417
7/9/05,7,3,1,3,1,496,3,4,,41740,6,73,124.01,1,5,5,8,1,5,264,0,0,2,1,3783,79.96,79300,47.22,384,685
7/9/05,7,2,1,1,1,147,3,3,0,36740,12,117,209.02,3,5,3,8,1,5,37,0,0,2,1,1940,45.05,58400,74.89,564,1089
7/9/05,7,1,1,3,2,330,3,1,1,31084,6,37,3009.01,2,2,5,5,1,2,198,1,0,2,1,6307,38.23,64300,242.05,1888,2289
7/9/05,7,1,2,1,1,18,3,3,0,,21,95,9710,2,5,5,8,2,5,8,0,0,2,1,4626,6.64,47800,47.95,1122,1811
7/9/05,3,1,1,1,1,156,3,5,,,33,13,385,2,2,5,5,1,2,86,0,0,2,1,4643,3.21,73000,108.42,1478,2214
7/9/05,7,1,1,3,1,101,3,4,,,35,55,9401,3,5,6,8,1,5,59,0,0,2,1,8796,63.99,52300,94.85,2224,4288
7/9/05,9,1,1,1,1,236,3,6,1,,8,67,9706,4,4,7,7,4,4,46,3,0,2,4,8779,12.73,63800,123.85,2906,4847
7/9/05,9,3,1,1,1,285,3,6,1,35614,34,29,7175.02,4,4,7,7,4,4,,2,0,2,4,7189,12.21,73700,136.94,2554,2770
7/9/05,5,1,1,3,1,117,3,3,0,41620,49,35,1129.14,2,5,5,8,1,5,36,0,7,2,1,6465,35.07,75400,96.09,1409,1736
7/9/05,9,1,1,1,1,70,3,3,0,47664,26,99,2565,2,5,5,8,1,5,20,0,1,2,1,1594,14.24,79600,76.76,485,642
7/9/05,7,1,1,1,2,667,3,1,1,22660,8,69,2.02,4,5,7,8,4,5,,0,0,2,1,2737,20.17,76800,103.41,667,1090
7/9/05,2,1,1,1,2,98,3,1,1,24540,8,123,20.04,4,5,7,8,4,5,,0,0,2,1,4057,40.42,75700,71.22,1062,1678
7/9/05,1,1,1,1,1,233,3,1,1,17020,6,7,14,1,2,5,5,1,2,49,0,0,2,1,5625,15.4,62600,194,1609,2191
7/9/05,5,2,1,1,1,98,1,3,0,,,,,2,5,5,8,1,5,,0,1,2,1,,,,,,
7/9/05,7,1,1,3,1,80,3,3,0,49660,39,99,8110.01,2,5,5,8,2,5,36,0,0,2,1,3919,4.31,55800,122.64,1417,1796
7/9/05,3,1,1,3,1,106,3,1,1,12060,13,77,1708.01,2,5,5,8,1,5,43,3,0,2,1,5598,23.54,69200,91.77,1520,2094
7/9/05,7,1,1,3,1,50,3,5,,26420,48,157,6720.02,3,5,6,8,3,5,20,0,0,2,1,6149,73.74,72500,106.02,639,891
7/9/05,7,3,1,1,1,196,2,4,,26420,48,167,7204,2,2,5,5,1,2,127,0,0,2,1,6608,22.14,72500,217.89,1952,2123
7/9/05,7,1,1,3,1,144,3,1,1,12060,13,63,406.2,2,5,3,8,1,5,62,1,0,2,1,3302,74.8,69200,90.81,918,1300
7/9/05,7,2,1,1,1,187,3,1,1,26420,48,201,5507,1,5,6,8,1,5,79,7,0,2,1,3112,90.91,72500,97.88,718,929
7/9/05,7,2,1,3,1,256,3,4,,41740,6,73,31.07,3,5,6,8,3,5,67,0,0,2,1,6203,85.93,79300,82.56,1200,1614
7/9/05,7,3,1,3,1,155,3,3,0,49180,37,169,701,2,5,5,8,1,5,87,0,3,2,1,6085,10.58,56800,79.45,2001,2996
7/9/05,1,1,1,1,2,280,3,1,1,19124,48,85,313.15,4,5,7,8,4,5,,0,0,2,1,18553,46.17,73400,137.54,4868,5496
7/9/05,9,2,1,1,1,270,3,6,1,47894,24,33,8017.07,4,4,7,7,4,4,,2,0,2,4,6446,99.53,107600,48.88,689,896
7/9/05,9,1,1,1,2,252,3,6,1,49340,25,27,7424.02,2,2,2,2,1,2,220,3,0,2,4,3674,58.03,84000,140.27,546,612
7/9/05,7,2,1,3,1,251,3,2,0,12940,22,5,305,2,5,5,8,1,5,106,0,0,2,1,9447,14.45,68100,105.68,2783,3621
7/9/05,7,2,1,1,1,52,3,1,1,,48,277,6,2,5,5,8,1,5,34,7,0,2,1,2010,42.04,54200,53.43,341,1066
7/9/05,7,3,1,1,1,380,3,2,0,10740,35,1,47.44,3,1,6,5,3,2,123,0,0,2,1,5692,68.46,61900,154.35,1590,1932
7/9/05,1,1,1,3,1,47,3,1,1,38300,42,125,7711,2,2,5,5,2,1,21,0,0,2,1,5821,2.39,72200,115.02,2223,2584
7/9/05,9,1,1,3,1,675,3,1,1,,27,35,9509,2,2,5,5,1,2,398,0,0,2,1,5300,2.26,65300,134.03,1728,2666
7/9/05,7,3,1,3,1,134,3,4,,26900,18,97,3901.01,2,5,5,8,1,5,,0,0,2,1,8829,13.92,68400,92.78,2456,3033
7/9/05,7,3,1,1,1,176,3,1,1,,53,27,5,2,5,5,8,1,5,65,7,0,2,1,6192,9.12,62100,112.86,1502,2428
7/9/05,7,2,1,1,1,155,3,6,1,38300,42,129,8037,4,4,7,7,4,4,,2,0,2,4,4212,2.23,72200,120.64,1515,1876
7/9/05,9,1,1,1,1,77,3,1,1,49660,39,99,8122,2,5,5,8,1,5,201,0,0,2,1,6426,6.57,55800,160.65,2136,2818
7/9/05,7,2,1,1,1,226,2,1,1,19124,48,85,305.14,2,5,5,8,2,5,49,6,0,2,1,7321,36.78,73400,141.87,1889,2286
7/9/05,7,1,1,1,2,240,2,1,1,42644,53,61,420.06,2,2,2,2,1,2,89,1,0,2,1,4959,38.62,96000,83.54,783,616
7/9/05,7,1,1,3,1,125,3,6,1,15804,34,7,6044,4,4,7,7,4,4,197,3,0,2,4,3269,19.42,91500,95.77,1045,1322
7/9/05,7,2,1,1,1,157,3,6,1,40380,36,55,113.01,2,2,5,5,1,2,36,2,0,2,4,7772,5.97,68500,155.53,2635,2718
7/9/05,9,1,1,1,1,191,3,2,0,19300,1,3,115.01,2,5,5,8,1,5,46,0,0,2,1,5771,9.65,61500,94.34,1804,2715
7/9/05,7,2,1,3,1,69,3,1,1,18140,39,49,79.52,3,5,6,8,3,5,45,2,0,2,1,7373,9.32,73900,138.91,2787,3079
7/9/05,9,2,1,1,1,178,3,6,1,36420,40,17,3008.01,4,4,7,7,4,4,,2,0,2,4,10106,24.15,66600,148.63,2981,3280
7/9/05,7,1,1,3,1,874,3,1,1,31084,6,37,1397.02,2,2,5,5,1,2,319,7,0,2,1,6063,12.96,64300,278.2,2110,2318
7/9/05,7,2,1,1,1,231,2,1,1,35614,34,29,7157,1,5,5,8,2,5,103,9,0,2,1,10034,18.53,73700,69.9,1903,2870
7/9/05,7,1,1,3,1,105,3,3,0,35084,34,13,131,1,5,5,8,1,5,52,0,7,2,1,1706,98.59,99800,44.8,171,676
7/9/05,7,3,1,3,1,143,3,1,1,17900,45,63,211.06,2,5,3,8,1,5,,0,0,2,1,3034,20.86,64800,149.85,1124,1262
7/9/05,1,1,1,3,1,55,3,1,1,43340,22,15,111.05,2,2,5,5,1,2,43,7,0,2,1,7232,22.15,53700,151.91,2354,2893
